,Player_x,salary,first_name,last_name,Player_y,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
41,Draymond Green,26981501.0,draymond,green,Draymond Green,GSW,33,12,6,6,24.5,10.1,3.5,7.3,48.3,1.4,3.0,47.2,1.7,2.0,83.3,1.3,4.3,5.5,5.3,2.1,0.5,0.7,2.8,26.0,0.0,0.0,-2.5
42,Nikola Vucevic,26951504.0,nikola,vucevic,Nikola Vucevic,CHI,33,21,7,14,34.3,15.6,6.7,14.7,45.3,0.9,3.5,24.3,1.4,1.7,83.3,2.5,7.5,10.0,3.2,1.8,0.9,0.7,2.9,35.3,9.0,0.0,-5.0
43,Buddy Hield,25910765.0,buddy,hield,Buddy Hield,IND,30,18,10,8,24.8,13.2,4.9,11.0,44.9,2.9,7.5,39.3,0.3,0.4,85.7,0.5,2.4,2.9,2.7,1.5,0.7,0.6,2.0,23.2,0.0,0.0,3.2
44,John Collins,25828525.0,john,collins,John Collins,UTA,26,20,7,13,31.2,14.4,5.5,11.4,47.8,1.5,3.7,40.5,2.0,2.8,72.7,2.7,5.7,8.4,0.9,1.4,0.6,0.9,3.0,28.8,8.0,0.0,-6.5
45,Malcolm Brogdon,24368652.0,malcolm,brogdon,Malcolm Brogdon,POR,30,14,6,8,29.2,18.2,6.5,15.6,41.7,2.1,5.6,38.5,3.1,3.9,79.6,1.1,3.1,4.2,6.4,1.9,0.9,0.2,1.3,34.4,3.0,0.0,-0.4
46,Tim Hardaway Jr,23927114.0,tim,hardaway,Tim Hardaway Jr.,DAL,31,17,11,6,27.5,16.8,5.7,13.6,42.0,3.4,8.9,38.4,1.9,2.2,89.2,0.4,3.0,3.4,1.6,0.8,0.2,0.0,0.9,23.1,0.0,0.0,0.8
47,Mike Conley,23582566.0,mike,conley,Mike Conley,MIN,36,19,15,4,29.5,10.4,3.5,8.1,43.8,2.1,5.1,41.2,1.2,1.3,95.8,0.5,2.4,2.9,6.2,0.9,0.9,0.1,1.8,25.4,2.0,0.0,5.2
48,Gary Harris,23506364.0,gary,harris,Gary Harris,ORL,29,15,12,3,20.8,7.9,2.7,5.9,46.6,1.6,4.2,38.1,0.8,1.1,70.6,0.5,1.3,1.8,1.8,0.5,0.9,0.3,1.2,15.6,0.0,0.0,4.8
49,Danilo Gallinari,22993002.0,danilo,gallinari,Danilo Gallinari,WAS,35,17,3,14,15.7,8.0,2.7,5.6,47.9,0.8,2.5,33.3,1.8,2.2,81.1,0.6,2.6,3.2,1.5,0.5,0.2,0.2,1.1,14.8,0.0,0.0,-1.9
50,Harrison Barnes,22778615.0,harrison,barnes,Harrison Barnes,SAC,31,18,11,7,31.4,12.3,4.2,8.7,48.1,1.8,4.8,37.9,2.1,2.5,84.4,0.8,2.4,3.2,1.5,0.8,0.8,0.1,1.2,20.3,0.0,0.0,-1.2
51,Jerami Grant,22462394.0,jerami,grant,Jerami Grant,POR,29,19,6,13,35.0,22.1,7.3,16.7,43.7,2.6,6.3,41.2,4.9,5.9,83.0,0.7,3.2,3.8,2.2,2.5,0.8,0.9,2.2,32.8,0.0,0.0,-4.5
52,Jarrett Allen,22459587.0,jarrett,allen,Jarrett Allen,CLE,25,15,9,6,29.4,13.8,5.5,8.0,69.2,0.0,0.0,0.0,2.7,3.7,74.5,3.2,4.9,8.1,2.3,1.7,0.5,1.1,2.7,30.2,4.0,0.0,0.7
53,Julius Randle,22234991.0,julius,randle,Julius Randle,NYK,29,19,12,7,35.0,20.4,7.2,17.4,41.2,1.6,5.8,27.9,4.5,6.4,70.2,2.1,8.1,10.2,5.5,3.2,0.7,0.2,2.6,40.4,12.0,0.0,4.3
54,Fred VanVleet,22095658.0,fred,vanvleet,Fred VanVleet,HOU,29,16,8,8,37.7,16.5,5.6,14.2,39.2,3.1,8.1,37.7,2.3,2.6,90.2,0.3,3.9,4.2,9.1,1.6,0.7,0.4,1.8,36.9,8.0,0.0,3.6
55,Zach LaVine,21898097.0,zach,lavine,Zach LaVine,CHI,28,18,5,13,35.3,21.0,7.3,16.6,44.3,2.4,7.1,33.6,3.9,4.6,86.6,0.3,4.6,4.9,3.4,2.0,0.9,0.2,2.1,33.5,0.0,0.0,-5.4
56,Spencer Dinwiddie,21689542.0,spencer,dinwiddie,Spencer Dinwiddie,BKN,30,18,9,9,31.4,14.7,4.6,11.3,40.9,2.3,6.6,35.3,3.2,3.9,80.3,0.5,3.5,4.0,6.3,1.7,0.6,0.1,1.6,29.4,2.0,0.0,6.0
57,Bojan Bogdanovic,20999714.0,bojan,bogdanovic,Bojan Bogdanovic,DET,34,1,0,1,27.5,22.0,7.0,15.0,46.7,3.0,10.0,30.0,5.0,6.0,83.3,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,29.4,0.0,0.0,-9.0
58,Domantas Sabonis,20775118.0,domantas,sabonis,Domantas Sabonis,SAC,27,18,11,7,35.1,18.6,7.1,12.4,57.1,0.6,1.3,41.7,3.8,5.9,65.1,3.3,8.5,11.8,6.9,3.1,0.8,0.8,3.6,45.2,14.0,1.0,-3.3
59,Eric Gordon,20459356.0,eric,gordon,Eric Gordon,PHX,34,18,11,7,31.6,14.7,5.6,11.9,47.2,2.9,7.0,41.3,0.6,0.8,78.6,0.4,1.8,2.2,2.9,1.5,1.0,0.6,1.5,24.9,0.0,0.0,1.8
60,Bogdan Bogdanovic,20213628.0,bogdan,bogdanovic,Bogdan Bogdanovic,ATL,31,19,9,10,26.5,15.7,5.7,12.7,45.2,3.1,7.8,38.9,1.2,1.3,92.0,0.4,2.7,3.1,2.3,1.3,1.5,0.4,2.4,27.1,0.0,0.0,3.3
61,Myles Turner,20213628.0,myles,turner,Myles Turner,IND,27,18,10,8,26.8,16.6,6.1,11.8,51.2,1.4,4.2,32.9,3.1,4.0,77.8,1.8,5.9,7.8,1.4,1.5,0.6,2.1,3.5,34.7,5.0,0.0,3.2
62,Terry Rozier,20107240.0,terry,rozier,Terry Rozier,CHA,29,9,3,6,36.0,22.6,8.6,18.4,46.4,2.2,6.0,37.0,3.2,4.0,80.6,0.6,3.1,3.7,6.6,2.6,1.0,0.3,1.4,38.2,1.0,0.0,-3.9
63,Clint Capela,19768308.0,clint,capela,Clint Capela,ATL,29,19,9,10,24.5,10.6,4.6,8.1,56.9,0.0,0.0,0.0,1.5,2.4,60.9,4.6,5.5,10.1,1.1,0.8,0.7,1.7,2.3,30.8,8.0,0.0,-0.7
64,Caris LeVert,19652138.0,caris,levert,Caris LeVert,CLE,29,16,8,8,30.4,14.9,5.4,13.3,40.8,1.7,5.4,31.0,2.3,3.1,74.0,0.4,3.3,3.7,3.6,1.4,1.0,0.4,1.8,27.4,0.0,0.0,0.5
65,Jonathan Isaac,19539840.0,jonathan,isaac,Jonathan Isaac,ORL,26,15,12,3,13.4,6.3,2.1,4.9,43.8,0.5,2.3,22.9,1.5,1.9,79.3,1.2,3.3,4.5,0.3,0.7,0.9,1.3,1.4,17.9,0.0,0.0,4.7
66,Joe Harris,19491713.0,joe,harris,Joe Harris,DET,32,7,2,5,14.0,3.4,1.3,3.6,36.0,0.9,2.7,31.6,0.0,0.0,0.0,0.3,0.7,1.0,0.9,0.4,0.3,0.0,1.7,6.3,0.0,0.0,-2.1
67,Evan Fournier,19251074.0,evan,fournier,Evan Fournier,NYK,31,1,1,0,15.6,2.0,1.0,6.0,16.7,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,7.7,0.0,0.0,6.0
68,Markelle Fultz,18529159.0,markelle,fultz,Markelle Fultz,ORL,25,5,2,3,28.6,11.4,5.4,11.2,48.2,0.0,0.6,0.0,0.6,0.8,75.0,1.6,1.8,3.4,4.0,1.2,1.2,0.4,1.2,25.1,0.0,0.0,1.0
69,Aaron Gordon,18427070.0,aaron,gordon,Aaron Gordon,DEN,28,17,10,7,33.8,13.4,5.6,11.4,49.5,0.5,2.3,23.1,1.5,2.9,52.0,2.7,4.5,7.2,3.8,1.8,1.1,0.9,1.9,31.7,4.0,0.0,4.4
70,Gary Trent Jr,18220340.0,gary,trent,Gary Trent Jr.,TOR,24,17,8,9,25.8,11.0,4.1,10.2,39.9,1.9,5.2,36.4,1.0,1.8,56.7,0.2,1.8,2.0,1.3,0.6,0.8,0.1,1.1,17.5,0.0,0.0,0.5
71,OG Anunoby,18047883.0,og,anunoby,OG Anunoby,TOR,26,16,8,8,31.8,14.6,5.5,11.9,46.3,2.5,6.3,40.0,1.1,1.8,58.6,1.1,3.1,4.1,2.1,1.8,1.1,0.8,2.4,26.6,0.0,0.0,2.7
72,Davis Bertans,17967669.0,davis,bertans,Davis Bertans,OKC,31,6,5,1,9.5,5.3,1.0,2.7,37.5,1.0,2.5,40.0,2.3,2.5,93.3,0.0,0.8,0.8,0.8,0.0,0.3,0.2,1.3,9.1,0.0,0.0,7.2
73,Lauri Markkanen,17620566.0,lauri,markkanen,Lauri Markkanen,UTA,26,15,4,11,34.1,23.7,8.1,16.8,48.4,3.3,8.5,38.3,4.2,5.0,84.0,2.4,6.3,8.7,1.1,1.3,1.1,0.9,2.3,40.4,5.0,0.0,-2.7
74,Derrick White,17606711.0,derrick,white,Derrick White,BOS,29,16,14,2,32.2,14.3,4.5,9.6,46.8,2.2,5.4,40.7,3.1,3.6,86.2,0.7,3.2,3.9,5.1,1.8,1.1,0.8,2.3,30.5,1.0,0.0,10.4
75,Duncan Robinson,17574626.0,duncan,robinson,Duncan Robinson,MIA,29,18,11,7,29.5,14.7,5.2,10.7,49.0,3.1,6.8,44.7,1.2,1.4,84.0,0.3,2.3,2.6,2.7,1.0,0.3,0.2,2.6,22.3,0.0,0.0,1.5
76,Marcus Morris,17549816.0,marcus,morris,Marcus Morris Sr.,PHI,34,12,6,6,12.1,5.0,1.9,4.3,45.1,0.9,1.9,47.8,0.3,0.3,100.0,0.4,1.7,2.1,0.5,0.4,0.3,0.4,1.6,10.1,0.0,0.0,-2.8
77,Norman Powell,17425542.0,norman,powell,Norman Powell,LAC,30,19,9,10,23.8,11.9,4.0,8.3,48.1,1.8,4.0,46.1,2.1,2.6,81.6,0.2,1.7,1.9,1.0,1.1,0.7,0.5,2.1,18.1,0.0,0.0,-2.1
78,Dejounte Murray,17326313.0,dejounte,murray,Dejounte Murray,ATL,27,19,9,10,34.1,20.4,7.7,16.8,45.8,2.3,5.9,39.3,2.7,3.1,86.4,0.7,3.4,4.1,5.1,2.4,1.8,0.3,1.4,36.7,2.0,0.0,0.1
79,Malik Beasley,16274176.0,malik,beasley,Malik Beasley,MIL,27,20,14,6,29.1,11.8,4.3,8.9,48.0,2.9,6.5,45.0,0.4,0.6,66.7,0.6,3.9,4.5,1.5,0.8,1.0,0.2,2.0,22.1,1.0,0.0,3.2
80,Patrick Beverley,16082172.0,patrick,beverley,Patrick Beverley,PHI,35,19,12,7,18.2,4.5,1.7,3.8,44.4,0.6,1.9,30.6,0.6,0.8,68.8,0.9,2.3,3.2,2.5,0.7,0.5,0.3,2.1,14.0,0.0,0.0,2.7
81,Thaddeus Young,15935077.0,thaddeus,young,Thaddeus Young,TOR,35,3,0,3,3.3,1.3,0.7,1.3,50.0,0.0,0.0,0.0,0.0,0.7,0.0,0.3,0.7,1.0,1.0,0.3,0.0,0.0,0.0,3.7,0.0,0.0,3.7
82,Jonas Valanciunas,15721711.0,jonas,valanciunas,Jonas Valanciunas,NOP,31,21,11,10,26.7,14.0,5.5,9.7,56.4,0.7,1.9,37.5,2.3,2.9,80.3,2.3,6.7,9.0,2.4,1.2,0.4,1.3,3.1,32.3,9.0,0.0,2.9
83,Marcus Smart,15541231.0,marcus,smart,Marcus Smart,MEM,29,11,2,9,29.9,12.5,4.6,10.8,42.9,1.6,5.5,29.5,1.5,1.9,81.0,0.3,2.2,2.5,5.0,3.4,2.0,0.4,3.2,26.6,0.0,0.0,-4.8
84,Doug McDermott,15440966.0,doug,mcdermott,Doug McDermott,SAS,31,17,3,14,16.6,6.4,2.2,4.6,48.1,1.6,3.5,47.5,0.2,0.4,66.7,0.2,0.9,1.1,1.8,0.7,0.4,0.1,1.3,11.1,0.0,0.0,-5.1
85,Christian Wood,15347384.0,christian,wood,Christian Wood,LAL,28,21,12,9,20.2,7.0,2.4,5.5,44.3,0.7,2.5,26.9,1.5,2.1,68.9,0.9,5.0,5.9,0.8,1.3,0.2,0.6,1.8,16.2,2.0,0.0,0.2
86,Derrick Rose,15098592.0,derrick,rose,Derrick Rose,MEM,35,10,3,7,19.0,9.7,3.9,8.3,47.0,0.8,2.1,38.1,1.1,1.3,84.6,0.6,1.4,2.0,3.1,1.2,0.5,0.1,1.1,17.4,0.0,0.0,1.0
87,Luke Kennard,14989221.0,luke,kennard,Luke Kennard,MEM,27,8,2,6,21.5,8.3,2.6,7.3,36.2,2.1,5.8,37.0,0.9,0.9,100.0,0.4,2.5,2.9,2.0,0.6,0.6,0.1,0.5,16.3,0.0,0.0,-3.3
88,Taurean Prince,14974227.0,taurean,prince,Taurean Prince,LAL,29,19,11,8,29.9,8.7,3.3,7.8,41.6,1.5,4.5,34.1,0.6,0.8,75.0,0.3,2.1,2.4,1.5,0.7,0.6,0.4,2.3,16.3,0.0,0.0,-0.3
89,Brook Lopez,14938236.0,brook,lopez,Brook Lopez,MIL,35,20,14,6,29.8,13.5,5.1,10.0,50.8,1.9,5.1,36.3,1.5,1.9,81.1,1.4,3.6,4.9,1.4,1.0,0.8,2.8,2.4,31.1,0.0,0.0,1.2
90,Kentavious Caldwell-Pope,14642372.0,kentavious,caldwell-pope,Kentavious Caldwell-Pope,DEN,30,21,14,7,34.3,11.2,3.9,8.7,45.1,1.6,3.9,40.7,1.8,2.0,92.7,0.5,1.6,2.0,2.7,1.3,1.7,0.4,2.1,22.7,0.0,0.0,7.9
91,Joe Ingles,14639567.0,joe,ingles,Joe Ingles,ORL,36,20,14,6,18.9,5.0,1.7,4.1,42.0,1.0,2.6,39.2,0.6,0.7,84.6,0.5,2.2,2.6,3.5,1.0,0.9,0.1,1.6,15.1,0.0,0.0,4.8
92,Kyle Kuzma,14598731.0,kyle,kuzma,Kyle Kuzma,WAS,28,19,3,16,31.3,23.6,9.2,19.3,47.4,2.3,6.5,35.8,2.9,3.6,82.4,0.9,5.1,6.1,4.6,2.5,0.3,0.6,2.0,38.2,4.0,0.0,-8.8
93,Robert Covington,14571186.0,robert,covington,Robert Covington,PHI,32,19,12,7,18.7,5.4,1.8,4.1,44.2,0.9,2.4,37.0,0.9,1.1,85.7,1.4,2.3,3.6,0.9,0.3,1.5,0.8,2.0,17.8,0.0,0.0,3.4
94,Deandre Ayton,14186542.0,deandre,ayton,Deandre Ayton,POR,25,18,5,13,31.9,12.9,6.0,10.2,58.7,0.0,0.0,0.0,0.9,1.2,81.0,3.1,7.7,10.8,1.6,1.9,1.2,0.7,2.6,32.1,10.0,0.0,-7.2
95,Jordan Clarkson,13947403.0,jordan,clarkson,Jordan Clarkson,UTA,31,17,5,12,31.5,17.8,6.5,15.6,41.4,1.8,5.8,31.6,3.0,3.6,83.6,1.2,2.1,3.3,4.9,3.2,0.8,0.1,1.4,28.8,1.0,0.0,-5.5
96,Dillon Brooks,13700348.0,dillon,brooks,Dillon Brooks,HOU,27,17,8,9,30.7,13.2,4.8,9.9,47.9,1.8,4.0,44.1,1.9,2.4,82.5,0.7,2.6,3.4,1.8,1.8,0.9,0.1,4.1,21.1,0.0,0.0,1.0
97,Kelly Olynyk,13694870.0,kelly,olynyk,Kelly Olynyk,UTA,32,19,6,13,21.0,7.6,2.6,4.5,58.1,0.8,1.8,47.1,1.5,1.7,87.9,1.9,3.6,5.5,3.7,1.9,0.8,0.2,2.9,21.1,1.0,0.0,-1.6
98,Nicolas Batum,13506070.0,nicolas,batum,Nicolas Batum,PHI,34,13,9,4,23.7,5.9,2.1,3.7,56.3,1.5,3.0,51.3,0.2,0.3,75.0,0.9,2.8,3.7,1.6,0.5,0.7,0.8,2.1,16.9,0.0,0.0,5.6
99,Kelly Oubre,13475752.0,kelly,oubre,Kelly Oubre Jr.,PHI,27,8,7,1,29.0,16.3,5.9,11.8,50.0,1.8,4.6,37.8,2.8,3.5,78.6,1.4,3.8,5.1,0.6,0.9,1.4,0.4,2.4,27.7,0.0,0.0,4.8
