,Player_x,salary,first_name,last_name,Player_y,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
27,D'Angelo Russell,32500982.0,d'angelo,russell,D'Angelo Russell,MIN,24,45,11,34,32.3,23.1,8.0,18.8,42.6,3.5,9.6,36.7,3.6,4.4,80.9,0.4,3.6,3.9,6.3,3.3,1.1,0.3,1.9,38.1,3.0,0.0,-5.6
28,Karl-Anthony Towns,32500982.0,karl-anthony,towns,Karl-Anthony Towns,MIN,24,35,10,25,33.9,26.5,9.0,17.8,50.8,3.3,7.9,41.2,5.1,6.5,79.6,2.7,8.1,10.8,4.4,3.1,0.9,1.2,3.3,49.3,24.0,0.0,-0.4
29,Devin Booker,32500982.0,devin,booker,Devin Booker,PHX,23,70,34,36,35.9,26.6,9.0,18.3,48.9,2.0,5.7,35.4,6.7,7.3,91.9,0.4,3.8,4.2,6.5,3.8,0.7,0.3,3.0,40.6,11.0,0.0,1.9
30,Otto Porter,32459977.0,otto,porter,Otto Porter Jr.,CHI,27,14,5,9,23.6,11.9,4.4,10.0,44.3,1.7,4.4,38.7,1.4,1.9,70.4,0.9,2.5,3.4,1.8,0.8,1.1,0.4,2.2,22.4,0.0,0.0,1.9
31,Anthony Davis,32272300.0,anthony,davis,Anthony Davis,LAL,27,62,46,16,34.4,26.1,8.9,17.7,50.3,1.2,3.5,33.0,7.2,8.5,84.6,2.3,7.0,9.3,3.2,2.5,1.5,2.3,2.5,50.9,29.0,0.0,3.9
32,Andre Drummond,32272299.0,andre,drummond,Andre Drummond,CLE,26,57,21,36,33.0,17.7,7.3,13.8,53.3,0.1,0.6,14.3,3.0,5.2,57.5,4.4,10.8,15.2,2.7,3.6,1.9,1.6,3.5,47.0,47.0,0.0,-3.4
33,Hassan Whiteside,32272299.0,hassan,whiteside,Hassan Whiteside,POR,31,67,34,33,30.0,15.5,6.5,10.5,62.1,0.1,0.1,57.1,2.4,3.6,68.6,3.9,9.7,13.5,1.2,1.8,0.4,2.9,2.9,41.6,51.0,0.0,1.7
34,Bradley Beal,32272299.0,bradley,beal,Bradley Beal,WAS,27,57,20,37,36.0,30.5,10.4,22.9,45.5,3.0,8.4,35.3,6.8,8.0,84.2,0.9,3.3,4.2,6.1,3.4,1.2,0.4,2.2,46.3,8.0,0.0,-3.5
35,Jrue Holiday,31126508.0,jrue,holiday,Jrue Holiday,NOP,30,61,26,35,34.7,19.1,7.5,16.5,45.5,2.0,5.7,35.3,2.1,3.0,70.9,1.3,3.5,4.8,6.7,3.0,1.6,0.8,2.4,39.1,10.0,1.0,0.6
36,LaMarcus Aldridge,30970332.0,lamarcus,aldridge,LaMarcus Aldridge,SAS,34,53,23,30,33.1,18.9,7.4,15.0,49.3,1.2,3.0,38.9,3.0,3.6,82.7,1.9,5.5,7.4,2.4,1.4,0.7,1.6,2.4,37.0,14.0,0.0,-2.4
37,Giannis Antetokounmpo,30782958.0,giannis,antetokounmpo,Giannis Antetokounmpo,MIL,25,63,51,12,30.4,29.5,10.9,19.7,55.3,1.4,4.7,30.4,6.3,10.0,63.3,2.2,11.4,13.6,5.6,3.7,1.0,1.0,3.1,56.6,56.0,4.0,10.8
38,Steven Adams,30782958.0,steven,adams,Steven Adams,OKC,26,63,40,23,26.7,10.9,4.5,7.6,59.2,0.0,0.0,33.3,1.9,3.2,58.2,3.3,6.0,9.3,2.3,1.5,0.8,1.1,1.9,29.6,22.0,0.0,2.4
39,Marc Gasol,30488744.0,marc,gasol,Marc Gasol,TOR,35,44,35,9,26.4,7.5,2.7,6.3,42.7,1.3,3.4,38.5,0.8,1.1,73.5,0.7,5.5,6.3,3.3,1.3,0.8,0.9,2.8,23.6,3.0,0.0,6.1
40,Nicolas Batum,30452433.0,nicolas,batum,Nicolas Batum,CHA,31,22,6,16,23.0,3.6,1.3,3.7,34.6,0.6,2.2,28.6,0.4,0.5,90.0,1.1,3.4,4.5,3.0,1.0,0.8,0.4,1.9,16.0,0.0,0.0,-2.2
41,Rudy Gobert,30086995.0,rudy,gobert,Rudy Gobert,UTA,28,68,42,26,34.3,15.1,5.7,8.2,69.3,0.0,0.0,0.0,3.7,5.9,63.0,3.4,10.1,13.5,1.5,1.9,0.8,2.0,3.2,39.8,49.0,0.0,4.3
42,Chandler Parsons,29901275.0,chandler,parsons,Chandler Parsons,ATL,31,5,0,5,10.8,2.8,1.0,3.6,27.8,0.8,2.8,28.6,0.0,0.0,0.0,0.2,1.2,1.4,0.6,0.6,0.8,0.2,0.6,7.8,0.0,0.0,-8.0
43,Harrison Barnes,28763967.0,harrison,barnes,Harrison Barnes,SAC,28,72,31,41,34.5,14.5,5.1,11.0,46.0,1.4,3.7,38.1,3.0,3.7,80.1,1.1,3.9,4.9,2.2,1.2,0.6,0.2,1.3,24.8,4.0,0.0,-1.7
44,Serge Ibaka,27720358.0,serge,ibaka,Serge Ibaka,TOR,30,55,40,15,27.0,15.4,6.2,12.2,51.2,1.3,3.3,38.5,1.6,2.3,71.8,2.1,6.1,8.2,1.4,2.0,0.5,0.8,2.8,29.4,20.0,0.0,1.7
45,Danilo Gallinari,26938899.0,danilo,gallinari,Danilo Gallinari,OKC,31,62,37,25,29.6,18.7,5.8,13.2,43.8,2.9,7.1,40.5,4.3,4.8,89.3,0.5,4.6,5.2,1.9,1.2,0.7,0.1,1.2,28.9,3.0,0.0,3.7
46,Victor Oladipo,25014499.0,victor,oladipo,Victor Oladipo,IND,28,19,11,8,27.8,14.5,5.1,12.9,39.4,1.7,5.5,31.7,2.5,3.1,81.4,0.5,3.5,3.9,2.9,2.5,0.9,0.2,1.9,24.5,0.0,0.0,-0.3
47,Tim Hardaway Jr,23853263.0,tim,hardaway,Tim Hardaway Jr.,DAL,28,71,41,30,29.5,15.8,5.4,12.5,43.4,2.9,7.2,39.8,2.1,2.6,81.9,0.4,2.9,3.3,1.9,1.0,0.6,0.1,1.8,23.6,0.0,0.0,4.1
48,Malcolm Brogdon,23823333.0,malcolm,brogdon,Malcolm Brogdon,IND,27,54,34,20,30.9,16.5,6.0,13.8,43.8,1.4,4.3,32.6,3.1,3.4,89.2,0.9,4.0,4.9,7.1,2.4,0.6,0.2,1.8,33.0,9.0,0.0,1.6
49,Terry Rozier,23697947.0,terry,rozier,Terry Rozier,CHA,26,63,21,42,34.4,18.0,6.3,14.9,42.3,2.7,6.7,40.7,2.6,3.0,87.4,0.8,3.6,4.4,4.1,2.2,1.0,0.2,2.0,30.6,2.0,0.0,-6.3
50,Aaron Gordon,23660900.0,aaron,gordon,Aaron Gordon,ORL,24,62,30,32,32.5,14.4,5.4,12.4,43.7,1.2,3.8,30.8,2.4,3.6,67.4,1.7,5.9,7.7,3.7,1.6,0.8,0.6,2.0,31.9,20.0,1.0,-1.1
51,Zach LaVine,23227749.0,zach,lavine,Zach LaVine,CHI,25,60,20,40,34.8,25.5,9.0,20.0,45.0,3.1,8.1,38.0,4.5,5.6,80.2,0.7,4.1,4.8,4.2,3.4,1.5,0.5,2.2,40.0,2.0,0.0,-3.2
52,Kent Bazemore,22953379.0,kent,bazemore,Kent Bazemore,SAC,30,68,32,36,24.8,8.8,2.9,7.9,37.5,1.2,3.6,34.4,1.7,2.2,76.9,0.4,3.9,4.3,1.4,1.3,1.1,0.6,2.9,19.7,0.0,0.0,0.1
53,Goran Dragic,22891721.0,goran,dragic,Goran Dragic,MIA,34,59,37,22,28.2,16.2,5.4,12.3,44.1,2.1,5.7,36.7,3.2,4.2,77.6,0.5,2.7,3.2,5.1,2.4,0.7,0.2,2.1,27.7,3.0,0.0,2.8
54,Jeff Teague,22632166.0,jeff,teague,Jeff Teague,ATL,32,59,22,37,24.8,10.9,3.6,8.3,43.6,0.7,2.0,36.8,2.9,3.3,87.3,0.5,1.9,2.4,5.2,2.0,0.7,0.3,1.8,22.8,3.0,0.0,-2.9
55,Evan Turner,22163509.0,evan,turner,Evan Turner,MIN,31,19,3,16,13.2,3.3,1.3,3.5,37.3,0.0,0.3,0.0,0.6,0.7,85.7,0.4,1.6,2.0,2.0,1.4,0.5,0.4,1.1,10.0,0.0,0.0,-3.4
56,Tristan Thompson,22083193.0,tristan,thompson,Tristan Thompson,CLE,29,57,19,38,30.2,12.0,5.1,9.9,51.2,0.2,0.4,39.1,1.7,2.8,61.5,4.0,6.2,10.1,2.1,1.8,0.6,0.9,2.2,29.9,25.0,0.0,-6.6
57,Draymond Green,22083193.0,draymond,green,Draymond Green,GSW,30,43,10,33,28.4,8.0,2.9,7.3,38.9,0.8,3.0,27.9,1.5,1.9,75.9,0.5,5.7,6.2,6.2,2.3,1.4,0.8,2.6,28.9,8.0,2.0,-4.5
58,Gary Harris,21666470.0,gary,harris,Gary Harris,DEN,25,56,37,19,31.8,10.4,3.9,9.3,42.0,1.3,3.8,33.3,1.3,1.6,81.5,0.5,2.4,2.9,2.1,1.1,1.4,0.3,2.1,20.8,0.0,0.0,2.2
59,Myles Turner,21440999.0,myles,turner,Myles Turner,IND,24,62,37,25,29.4,12.1,4.3,9.5,45.7,1.4,4.0,34.4,2.0,2.7,75.1,1.4,5.2,6.6,1.2,1.4,0.7,2.1,2.7,28.9,9.0,0.0,-0.1
60,Julius Randle,21440999.0,julius,randle,Julius Randle,NYK,25,64,21,43,32.5,19.5,7.2,15.7,46.0,1.0,3.6,27.7,4.0,5.5,73.3,2.4,7.4,9.7,3.1,3.0,0.8,0.3,2.8,36.2,30.0,0.0,-3.8
61,Derrick Favors,21024091.0,derrick,favors,Derrick Favors,NOP,28,51,24,27,24.4,9.0,4.1,6.6,61.7,0.0,0.1,14.3,0.8,1.4,56.3,3.2,6.6,9.8,1.6,1.1,0.6,0.9,2.1,26.6,18.0,0.0,2.3
62,Andre Iguodala,20470419.0,andre,iguodala,Andre Iguodala,MIA,36,21,10,11,19.9,4.6,1.8,4.2,43.2,0.7,2.2,29.8,0.3,0.7,40.0,0.8,2.9,3.7,2.4,1.2,0.7,1.0,1.7,16.4,0.0,0.0,-1.2
63,Evan Fournier,20428508.0,evan,fournier,Evan Fournier,ORL,27,66,28,38,31.4,18.5,6.6,14.1,46.7,2.6,6.6,39.9,2.7,3.3,81.8,0.3,2.3,2.6,3.2,1.9,1.1,0.2,2.4,28.4,0.0,0.0,-1.2
64,Bismack Biyombo,20249833.0,bismack,biyombo,Bismack Biyombo,CHA,27,53,18,35,19.4,7.4,2.8,5.2,54.3,0.0,0.0,0.0,1.7,2.8,60.3,2.3,3.5,5.8,0.9,0.9,0.2,0.9,2.2,18.2,8.0,0.0,-2.9
65,Bojan Bogdanovic,20249833.0,bojan,bogdanovic,Bojan Bogdanovic,UTA,31,63,41,22,33.1,20.2,6.6,14.8,44.7,3.0,7.3,41.4,4.0,4.4,90.3,0.6,3.5,4.1,2.1,2.5,0.5,0.1,1.7,27.7,0.0,0.0,4.2
66,Clint Capela,20126609.0,clint,capela,Clint Capela,ATL,26,39,22,17,32.8,13.9,6.3,9.9,62.9,0.0,0.0,0.0,1.4,2.7,52.9,4.3,9.5,13.8,1.2,1.6,0.8,1.8,2.6,38.8,27.0,0.0,1.5
67,Gorgui Dieng,19331697.0,gorgui,dieng,Gorgui Dieng,MEM,30,63,20,43,17.4,7.4,2.6,5.8,45.6,0.9,2.4,35.5,1.2,1.6,77.2,1.4,4.2,5.6,1.2,1.0,0.8,0.9,2.0,20.1,9.0,0.0,-1.6
68,Ricky Rubio,19296899.0,ricky,rubio,Ricky Rubio,PHX,29,65,32,33,31.0,13.0,4.4,10.6,41.5,1.2,3.3,36.1,3.0,3.5,86.3,0.7,4.0,4.7,8.8,2.7,1.4,0.2,2.6,34.0,22.0,2.0,2.3
69,Jonas Valanciunas,19058666.0,jonas,valanciunas,Jonas Valanciunas,MEM,28,70,32,38,26.4,14.9,6.2,10.6,58.5,0.5,1.3,35.2,2.1,2.9,74.0,3.0,8.2,11.3,1.9,1.8,0.4,1.1,2.6,34.0,39.0,1.0,0.1
70,Brandon Knight,18634313.0,brandon,knight,Brandon Knight,DET,28,25,4,21,18.5,7.3,2.4,6.7,35.3,1.8,5.2,34.4,0.8,1.4,58.8,0.2,1.5,1.6,2.8,1.5,0.4,0.1,1.6,13.5,0.0,0.0,-2.8
71,Eric Bledsoe,18611978.0,eric,bledsoe,Eric Bledsoe,MIL,30,61,48,13,27.0,14.9,5.5,11.5,47.5,1.2,3.5,34.4,2.8,3.5,79.0,0.7,3.9,4.6,5.4,2.4,0.9,0.4,2.1,30.2,2.0,0.0,7.1
72,Kelly Oubre,18611978.0,kelly,oubre,Kelly Oubre Jr.,PHX,24,56,22,34,34.5,18.7,6.7,14.8,45.2,1.9,5.5,35.2,3.4,4.4,78.0,1.2,5.3,6.4,1.5,1.5,1.3,0.7,3.4,33.2,9.0,0.0,-0.5
73,Ian Mahinmi,18403585.0,ian,mahinmi,Ian Mahinmi,WAS,33,38,15,23,21.3,7.4,2.7,5.5,49.5,0.1,0.7,19.2,1.8,3.0,61.9,2.1,3.7,5.7,1.3,1.2,0.8,1.2,3.0,21.0,1.0,0.0,-2.1
74,James Johnson,18283693.0,james,johnson,James Johnson,MIN,33,32,14,18,19.4,8.4,3.2,6.7,47.9,1.0,2.8,36.3,1.0,1.5,64.6,0.8,2.9,3.7,2.3,1.5,0.8,1.0,2.5,20.2,0.0,0.0,-2.3
75,Marcus Morris,17867499.0,marcus,morris,Marcus Morris Sr.,LAC,30,62,26,36,31.2,16.7,5.7,13.1,43.8,2.3,5.6,40.8,2.9,3.5,82.3,1.0,4.1,5.0,1.4,1.6,0.8,0.5,2.9,26.9,3.0,0.0,0.7
76,Bobby Portis,17867499.0,bobby,portis,Bobby Portis,NYK,25,66,21,45,21.1,10.1,4.0,8.9,45.0,1.0,2.8,35.8,1.1,1.4,76.3,1.2,3.9,5.1,1.5,1.1,0.5,0.3,1.7,19.7,5.0,0.0,-2.9
77,Danny Green,17431707.0,danny,green,Danny Green,LAL,33,68,51,17,24.8,8.0,2.9,7.0,41.6,1.8,4.8,36.7,0.5,0.7,68.8,0.8,2.6,3.3,1.3,0.9,1.3,0.5,2.0,18.3,0.0,0.0,3.8
78,Rudy Gay,17271916.0,rudy,gay,Rudy Gay,SAS,33,67,30,37,21.8,10.8,4.0,8.9,44.6,1.1,3.3,33.6,1.8,2.0,88.2,0.9,4.5,5.4,1.7,1.3,0.5,0.5,1.5,21.6,4.0,0.0,0.2
79,Cody Zeller,17238456.0,cody,zeller,Cody Zeller,CHA,27,58,18,40,23.1,11.1,4.3,8.3,52.4,0.3,1.3,24.0,2.1,3.1,68.2,2.8,4.3,7.1,1.5,1.3,0.7,0.4,2.4,23.9,10.0,0.0,-3.8
80,Eric Gordon,16745099.0,eric,gordon,Eric Gordon,HOU,31,36,21,15,28.2,14.4,4.8,12.9,36.9,2.7,8.4,31.7,2.3,3.0,76.6,0.3,1.7,2.0,1.5,1.2,0.6,0.4,1.9,20.9,0.0,0.0,0.1
81,Mason Plumlee,16725285.0,mason,plumlee,Mason Plumlee,DEN,30,61,38,23,17.3,7.2,2.9,4.7,61.5,0.0,0.1,0.0,1.4,2.5,53.5,1.6,3.6,5.2,2.5,1.3,0.5,0.6,2.3,19.3,2.0,0.0,-0.9
82,JJ Redick,16064430.0,jj,redick,JJ Redick,NOP,36,60,26,34,26.3,15.3,4.8,10.5,45.3,3.0,6.6,45.3,2.8,3.1,89.2,0.2,2.4,2.5,2.0,1.3,0.3,0.2,1.6,21.5,0.0,0.0,-0.4
83,Jordan Clarkson,16006301.0,jordan,clarkson,Jordan Clarkson,UTA,28,71,34,37,24.0,15.2,5.5,12.2,45.4,2.1,5.8,36.8,1.9,2.3,83.6,0.7,1.9,2.6,1.9,1.4,0.6,0.2,1.5,22.5,0.0,0.0,-0.1
84,Dewayne Dedmon,15882222.0,dewayne,dedmon,Dewayne Dedmon,ATL,30,44,17,27,17.6,5.8,2.3,5.8,40.0,0.5,2.4,20.6,0.7,0.8,83.3,1.4,4.3,5.7,0.5,1.3,0.6,0.9,3.0,16.6,3.0,0.0,-0.6
85,Solomon Hill,15831075.0,solomon,hill,Solomon Hill,MIA,29,59,29,30,18.4,5.5,1.9,4.7,39.6,1.1,2.9,36.8,0.7,0.9,74.1,0.5,2.3,2.8,1.8,0.9,0.7,0.2,1.4,13.4,0.0,0.0,-1.3
86,Justise Winslow,15485166.0,justise,winslow,Justise Winslow,MEM,24,11,7,4,32.0,11.3,4.5,11.7,38.8,0.5,2.5,22.2,1.6,2.5,66.7,1.5,5.2,6.6,4.0,2.2,0.6,0.5,3.5,26.3,1.0,0.0,4.7
87,Thaddeus Young,15366049.0,thaddeus,young,Thaddeus Young,CHI,32,64,22,42,24.9,10.3,4.2,9.4,44.8,1.2,3.5,35.6,0.7,1.1,58.3,1.5,3.5,4.9,1.8,1.6,1.4,0.4,2.1,22.7,2.0,0.0,-3.3
88,Will Barton,15219281.0,will,barton,Will Barton,DEN,29,58,38,20,33.0,15.1,5.7,12.7,45.0,1.9,5.0,37.5,1.8,2.3,76.7,1.3,5.0,6.3,3.7,1.5,1.1,0.5,2.1,31.2,7.0,0.0,4.2
89,Courtney Lee,15198893.0,courtney,lee,Courtney Lee,DAL,34,24,15,9,14.4,4.5,1.7,3.4,48.8,0.9,2.0,44.7,0.3,0.3,85.7,0.3,1.0,1.3,0.5,0.5,0.8,0.3,1.4,9.4,0.0,0.0,1.6
90,Larry Nance Jr,15160303.0,larry,nance,Larry Nance Jr.,CLE,27,56,16,40,26.3,10.1,4.1,7.7,53.1,1.0,2.8,35.2,0.9,1.3,67.6,1.9,5.4,7.3,2.2,1.1,1.0,0.4,1.6,25.2,12.0,0.0,-2.8
91,Kelly Olynyk,15089562.0,kelly,olynyk,Kelly Olynyk,MIA,29,67,41,26,19.4,8.2,2.7,5.9,46.2,1.4,3.5,40.6,1.3,1.5,86.0,0.7,3.9,4.6,1.7,1.1,0.7,0.3,2.6,18.2,3.0,0.0,0.9
92,Marcus Smart,14953395.0,marcus,smart,Marcus Smart,BOS,26,60,39,21,32.0,12.9,4.3,11.4,37.5,2.3,6.6,34.7,2.1,2.5,83.6,0.7,3.1,3.8,4.9,1.7,1.7,0.5,2.7,29.5,3.0,0.0,4.7
93,Terrence Ross,14889583.0,terrence,ross,Terrence Ross,ORL,29,69,31,38,27.4,14.7,4.9,12.3,40.3,2.6,7.3,35.1,2.3,2.7,85.3,0.2,3.0,3.2,1.2,1.0,1.1,0.3,1.6,23.7,0.0,0.0,-1.0
94,Patrick Beverley,14705762.0,patrick,beverley,Patrick Beverley,LAC,31,51,38,13,26.3,7.9,2.9,6.7,43.1,1.6,4.0,38.8,0.6,0.9,66.0,1.1,4.1,5.2,3.6,1.3,1.1,0.5,3.1,22.9,4.0,0.0,5.6
95,Trevor Ariza,14532233.0,trevor,ariza,Trevor Ariza,POR,35,53,22,31,28.2,8.0,2.7,6.1,43.8,1.5,3.9,37.2,1.2,1.4,83.8,0.6,4.0,4.6,1.7,1.1,1.3,0.3,2.1,19.8,0.0,0.0,-0.2
96,Brook Lopez,14404806.0,brook,lopez,Brook Lopez,MIL,32,68,53,15,26.7,12.0,4.3,9.9,43.5,1.5,4.8,31.4,1.9,2.2,83.6,0.9,3.7,4.6,1.5,1.0,0.7,2.4,2.4,27.8,4.0,0.0,7.7
97,Jusuf Nurkic,14293999.0,jusuf,nurkic,Jusuf Nurkic,POR,25,8,6,2,31.6,17.6,6.8,13.6,49.5,0.3,1.3,20.0,3.9,4.4,88.6,2.9,7.4,10.3,4.0,2.4,1.4,2.0,4.9,43.7,3.0,0.0,-0.5
98,Cory Joseph,14293999.0,cory,joseph,Cory Joseph,SAC,28,72,31,41,24.4,6.4,2.4,5.7,41.5,0.8,2.2,35.2,0.8,1.0,85.7,0.6,2.0,2.6,3.5,1.1,0.7,0.3,1.8,16.7,0.0,0.0,-0.6
99,Joe Ingles,13644273.0,joe,ingles,Joe Ingles,UTA,32,72,44,28,29.7,9.8,3.4,7.7,44.5,2.0,4.9,39.9,1.0,1.3,78.7,0.4,3.5,3.9,5.2,2.0,0.9,0.2,2.1,23.4,3.0,0.0,3.3
