,Player_x,salary,first_name,last_name,Player_y,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
20,Pascal Siakam,37893408.0,pascal,siakam,Pascal Siakam,TOR,29,20,9,11,34.3,20.0,7.7,16.2,47.7,0.8,4.1,19.8,3.8,5.1,74.5,1.7,5.5,7.2,5.0,2.7,0.8,0.2,2.3,36.2,4.0,0.0,1.9
21,Kyrie Irving,37037037.0,kyrie,irving,Kyrie Irving,DAL,31,15,8,7,33.3,23.6,8.7,19.2,45.5,2.6,7.0,37.1,3.5,3.9,89.8,0.7,3.5,4.1,5.5,1.5,1.1,0.3,1.9,39.5,2.0,0.0,0.9
22,Jrue Holiday,36861707.0,jrue,holiday,Jrue Holiday,BOS,33,17,14,3,34.5,12.4,4.7,11.1,42.6,1.8,4.6,38.5,1.2,1.5,80.8,1.8,5.4,7.2,5.2,2.2,0.6,0.9,1.7,31.2,5.0,0.0,8.4
23,Karl-Anthony Towns,36016200.0,karl-anthony,towns,Karl-Anthony Towns,MIN,28,19,15,4,33.5,22.2,8.1,16.1,50.3,2.2,5.2,41.8,3.8,4.2,91.1,1.1,7.9,9.0,3.1,2.9,0.9,0.7,3.4,39.7,10.0,0.0,6.8
24,Devin Booker,36016200.0,devin,booker,Devin Booker,PHX,27,11,9,2,34.2,27.9,9.1,19.3,47.2,2.1,5.3,39.7,7.6,8.2,93.3,1.0,4.8,5.8,8.4,2.9,0.7,0.5,2.9,48.1,5.0,0.0,8.4
25,Kristaps Porzingis,36016200.0,kristaps,porzingis,Kristaps Porzingis,BOS,28,15,11,4,30.2,18.9,6.5,11.9,54.7,1.6,4.9,32.4,4.3,5.3,80.0,1.5,5.2,6.7,1.9,1.3,0.7,1.7,3.4,35.5,1.0,0.0,6.9
26,CJ McCollum,35802469.0,cj,mccollum,CJ McCollum,NOP,32,8,6,2,34.0,21.1,7.4,16.8,44.0,2.9,8.3,34.8,3.5,4.5,77.8,0.9,3.6,4.5,5.9,1.4,1.6,0.9,2.3,41.5,1.0,0.0,1.6
27,James Harden,35640000.0,james,harden,James Harden,LAC,34,14,6,8,33.7,15.7,4.8,10.4,46.2,2.4,6.1,40.0,3.7,4.4,85.2,0.4,4.1,4.4,6.4,2.1,1.6,0.4,2.1,34.5,1.0,0.0,-0.1
28,Darius Garland,34005250.0,darius,garland,Darius Garland,CLE,23,15,9,6,33.4,19.3,7.0,15.1,46.3,1.6,4.8,33.3,3.7,4.5,82.1,0.5,2.1,2.7,5.9,4.3,1.5,0.3,1.5,32.4,0.0,0.0,2.6
29,Zion Williamson,34005250.0,zion,williamson,Zion Williamson,NOP,23,17,10,7,31.4,23.5,9.2,16.2,56.7,0.1,0.2,50.0,5.0,7.5,66.4,2.0,3.8,5.8,4.9,2.6,1.0,0.3,2.5,38.9,2.0,0.0,1.5
30,Jamal Murray,33833400.0,jamal,murray,Jamal Murray,DEN,26,8,7,1,29.8,16.3,5.8,13.9,41.4,2.1,5.0,42.5,2.6,3.0,87.5,0.4,2.6,3.0,7.3,2.0,0.3,0.6,1.9,31.4,2.0,0.0,3.1
31,Brandon Ingram,33833400.0,brandon,ingram,Brandon Ingram,NOP,26,18,9,9,34.0,23.4,9.2,18.5,49.8,1.2,4.2,28.9,3.7,4.8,77.9,0.5,4.7,5.2,5.3,2.6,0.8,0.2,2.1,37.7,0.0,0.0,1.2
32,Michael Porter,33386850.0,michael,porter,Michael Porter Jr.,DEN,25,21,14,7,31.5,17.4,6.7,14.1,47.6,2.9,7.6,38.1,1.1,1.5,74.2,1.7,6.4,8.0,1.8,1.2,0.5,0.8,2.3,32.5,6.0,0.0,4.1
33,Shai Gilgeous-Alexander,33386850.0,shai,gilgeous-alexander,Shai Gilgeous-Alexander,OKC,25,18,13,5,34.5,29.9,10.9,20.2,53.8,1.3,3.5,36.5,6.8,7.3,93.9,0.8,4.9,5.7,6.3,2.2,2.4,0.9,2.4,54.0,3.0,0.0,9.1
34,Donovan Mitchell,33162030.0,donovan,mitchell,Donovan Mitchell,CLE,27,15,8,7,35.5,27.1,9.4,21.0,44.8,2.9,8.3,34.4,5.5,6.0,91.1,1.1,4.3,5.3,5.2,2.5,2.1,0.5,1.9,46.4,1.0,0.0,4.4
35,Jayson Tatum,32600060.0,jayson,tatum,Jayson Tatum,BOS,25,19,15,4,36.5,27.4,9.5,19.1,49.9,3.1,8.6,36.2,5.2,6.5,80.5,0.7,8.0,8.7,4.1,3.4,1.1,0.4,2.2,44.9,7.0,0.0,8.5
36,Bam Adebayo,32600060.0,bam,adebayo,Bam Adebayo,MIA,26,16,10,6,33.5,22.3,8.3,15.8,52.2,0.1,0.2,33.3,5.7,7.0,81.3,2.1,7.9,9.9,3.9,2.4,1.2,1.0,2.4,44.1,10.0,1.0,-0.9
37,De'Aaron Fox,32600060.0,de'aaron,fox,De'Aaron Fox,SAC,25,13,9,4,36.3,30.3,10.8,22.2,48.6,3.1,8.3,37.0,5.7,7.8,73.3,1.0,3.7,4.7,6.6,2.0,1.6,0.4,2.8,49.9,2.0,0.0,4.2
38,Deandre Ayton,32459438.0,deandre,ayton,Deandre Ayton,POR,25,18,5,13,31.9,12.9,6.0,10.2,58.7,0.0,0.0,0.0,0.9,1.2,81.0,3.1,7.7,10.8,1.6,1.9,1.2,0.7,2.6,32.1,10.0,0.0,-7.2
39,Jaylen Brown,31830357.0,jaylen,brown,Jaylen Brown,BOS,27,18,14,4,34.5,21.8,8.3,18.4,44.9,2.4,7.0,34.1,2.8,4.0,70.8,0.6,4.4,4.9,3.4,2.4,1.2,0.6,2.8,35.9,0.0,0.0,5.6
40,Gordon Hayward,31500000.0,gordon,hayward,Gordon Hayward,CHA,33,17,6,11,32.3,14.0,5.4,12.4,43.3,0.9,2.5,34.9,2.4,3.2,74.5,1.1,4.0,5.1,4.6,1.8,1.2,0.5,1.8,30.1,0.0,0.0,-5.5
41,Chris Paul,30800000.0,chris,paul,Chris Paul,GSW,38,18,8,10,26.8,8.9,3.2,7.9,39.9,1.2,3.6,32.8,1.4,1.6,92.9,0.3,3.3,3.6,7.3,1.1,1.5,0.1,1.6,27.8,3.0,0.0,2.8
42,Domantas Sabonis,30600000.0,domantas,sabonis,Domantas Sabonis,SAC,27,18,11,7,35.1,18.6,7.1,12.4,57.1,0.6,1.3,41.7,3.8,5.9,65.1,3.3,8.5,11.8,6.9,3.1,0.8,0.8,3.6,45.2,14.0,1.0,-3.3
43,Kyle Lowry,29682540.0,kyle,lowry,Kyle Lowry,MIA,37,19,10,9,29.3,9.4,3.1,7.0,44.4,2.1,4.7,44.4,1.1,1.2,90.9,0.9,3.3,4.2,4.3,1.3,1.2,0.3,2.8,24.0,1.0,0.0,1.3
44,Khris Middleton,29320988.0,khris,middleton,Khris Middleton,MIL,32,16,11,5,20.8,11.8,4.5,9.8,46.2,1.3,3.8,32.8,1.6,2.0,78.1,0.7,3.5,4.2,3.9,1.6,0.8,0.1,1.9,23.5,0.0,0.0,4.3
45,DeMar DeRozan,28600000.0,demar,derozan,DeMar DeRozan,CHI,34,19,6,13,35.4,21.5,7.6,16.7,45.6,0.9,2.5,37.5,5.3,6.5,81.3,0.9,2.4,3.3,4.9,1.2,0.9,0.8,2.1,36.8,1.0,0.0,-8.4
46,Julius Randle,28226880.0,julius,randle,Julius Randle,NYK,29,19,12,7,35.0,20.4,7.2,17.4,41.2,1.6,5.8,27.9,4.5,6.4,70.2,2.1,8.1,10.2,5.5,3.2,0.7,0.2,2.6,40.4,12.0,0.0,4.3
47,Jordan Poole,27955357.0,jordan,poole,Jordan Poole,WAS,24,18,3,15,29.4,17.2,6.0,15.3,39.1,1.9,6.6,28.6,3.3,3.8,85.5,0.5,2.3,2.8,3.5,2.8,1.2,0.4,3.2,27.6,0.0,0.0,-11.2
48,Jerami Grant,27586207.0,jerami,grant,Jerami Grant,POR,29,19,6,13,35.0,22.1,7.3,16.7,43.7,2.6,6.3,41.2,4.9,5.9,83.0,0.7,3.2,3.8,2.2,2.5,0.8,0.9,2.2,32.8,0.0,0.0,-4.5
49,Jaren Jackson Jr,27102202.0,jaren,jackson,Jaren Jackson Jr.,MEM,24,19,5,14,30.8,19.6,6.6,15.5,42.4,1.4,4.8,28.3,5.1,6.1,82.8,1.8,4.4,6.2,1.9,1.9,0.6,1.8,3.5,35.0,1.0,0.0,-4.9
50,Tyler Herro,27000000.0,tyler,herro,Tyler Herro,MIA,23,8,4,4,34.0,22.9,8.5,19.0,44.7,3.1,7.6,41.0,2.8,3.1,88.0,0.4,4.6,5.0,4.6,2.5,1.4,0.0,1.6,37.4,1.0,0.0,-1.4
51,Jalen Brunson,26346666.0,jalen,brunson,Jalen Brunson,NYK,27,19,12,7,35.6,24.9,8.9,19.1,46.7,3.3,7.0,47.4,3.8,4.6,83.0,0.7,3.1,3.7,5.5,1.9,1.0,0.1,2.2,38.9,0.0,0.0,5.3
52,Cameron Johnson,25679348.0,cameron,johnson,Cameron Johnson,BKN,27,12,6,6,29.2,15.1,5.5,12.1,45.5,2.4,6.4,37.7,1.7,2.0,83.3,2.0,3.9,5.9,2.9,1.4,0.8,0.1,1.8,27.9,1.0,0.0,4.8
53,Kyle Kuzma,25568182.0,kyle,kuzma,Kyle Kuzma,WAS,28,19,3,16,31.3,23.6,9.2,19.3,47.4,2.3,6.5,35.8,2.9,3.6,82.4,0.9,5.1,6.1,4.6,2.5,0.3,0.6,2.0,38.2,4.0,0.0,-8.8
54,John Collins,25340000.0,john,collins,John Collins,UTA,26,20,7,13,31.2,14.4,5.5,11.4,47.8,1.5,3.7,40.5,2.0,2.8,72.7,2.7,5.7,8.4,0.9,1.4,0.6,0.9,3.0,28.8,8.0,0.0,-6.5
55,Brook Lopez,25000000.0,brook,lopez,Brook Lopez,MIL,35,20,14,6,29.8,13.5,5.1,10.0,50.8,1.9,5.1,36.3,1.5,1.9,81.1,1.4,3.6,4.9,1.4,1.0,0.8,2.8,2.4,31.1,0.0,0.0,1.2
56,Mike Conley,24360000.0,mike,conley,Mike Conley,MIN,36,19,15,4,29.5,10.4,3.5,8.1,43.8,2.1,5.1,41.2,1.2,1.3,95.8,0.5,2.4,2.9,6.2,0.9,0.9,0.1,1.8,25.4,2.0,0.0,5.2
57,Andrew Wiggins,24330357.0,andrew,wiggins,Andrew Wiggins,GSW,28,18,8,10,27.2,12.8,5.1,11.7,43.3,0.9,3.3,26.7,1.8,3.0,59.3,1.9,2.4,4.4,1.2,1.8,0.3,0.4,2.6,20.2,1.0,0.0,-4.8
58,Anfernee Simons,24107143.0,anfernee,simons,Anfernee Simons,POR,24,1,0,1,27.4,18.0,6.0,14.0,42.9,2.0,6.0,33.3,4.0,4.0,100.0,1.0,1.0,2.0,4.0,0.0,2.0,0.0,2.0,32.4,0.0,0.0,-27.0
59,RJ Barrett,23883929.0,rj,barrett,RJ Barrett,NYK,23,14,10,4,29.3,18.6,6.3,14.9,42.1,2.0,5.1,38.9,4.0,4.8,83.6,0.5,3.1,3.6,2.7,2.0,0.5,0.2,1.6,27.2,0.0,0.0,5.2
60,Jordan Clarkson,23487629.0,jordan,clarkson,Jordan Clarkson,UTA,31,17,5,12,31.5,17.8,6.5,15.6,41.4,1.8,5.8,31.6,3.0,3.6,83.6,1.2,2.1,3.3,4.9,3.2,0.8,0.1,1.4,28.8,1.0,0.0,-5.5
61,Terry Rozier,23205221.0,terry,rozier,Terry Rozier,CHA,29,9,3,6,36.0,22.6,8.6,18.4,46.4,2.2,6.0,37.0,3.2,4.0,80.6,0.6,3.1,3.7,6.6,2.6,1.0,0.3,1.4,38.2,1.0,0.0,-3.9
62,Dillon Brooks,22627671.0,dillon,brooks,Dillon Brooks,HOU,27,17,8,9,30.7,13.2,4.8,9.9,47.9,1.8,4.0,44.1,1.9,2.4,82.5,0.7,2.6,3.4,1.8,1.8,0.9,0.1,4.1,21.1,0.0,0.0,1.0
63,Malcolm Brogdon,22500000.0,malcolm,brogdon,Malcolm Brogdon,POR,30,14,6,8,29.2,18.2,6.5,15.6,41.7,2.1,5.6,38.5,3.1,3.9,79.6,1.1,3.1,4.2,6.4,1.9,0.9,0.2,1.3,34.4,3.0,0.0,-0.4
64,Draymond Green,22321429.0,draymond,green,Draymond Green,GSW,33,12,6,6,24.5,10.1,3.5,7.3,48.3,1.4,3.0,47.2,1.7,2.0,83.3,1.3,4.3,5.5,5.3,2.1,0.5,0.7,2.8,26.0,0.0,0.0,-2.5
65,Aaron Gordon,22266182.0,aaron,gordon,Aaron Gordon,DEN,28,17,10,7,33.8,13.4,5.6,11.4,49.5,0.5,2.3,23.1,1.5,2.9,52.0,2.7,4.5,7.2,3.8,1.8,1.1,0.9,1.9,31.7,4.0,0.0,4.4
66,Bruce Brown,22000000.0,bruce,brown,Bruce Brown,IND,27,18,10,8,31.8,12.7,4.7,9.7,48.9,1.4,3.8,36.2,1.8,2.2,82.5,0.5,3.7,4.2,2.8,1.1,1.1,0.3,2.3,25.0,0.0,0.0,4.1
67,Mikal Bridges,21700000.0,mikal,bridges,Mikal Bridges,BKN,27,19,10,9,35.0,22.8,8.3,17.2,48.0,2.1,5.9,35.7,4.2,4.9,85.1,1.2,5.1,6.2,3.9,2.5,1.1,0.5,1.8,38.3,3.0,0.0,1.4
68,Myles Turner,20975000.0,myles,turner,Myles Turner,IND,27,18,10,8,26.8,16.6,6.1,11.8,51.2,1.4,4.2,32.9,3.1,4.0,77.8,1.8,5.9,7.8,1.4,1.5,0.6,2.1,3.5,34.7,5.0,0.0,3.2
69,Clint Capela,20616000.0,clint,capela,Clint Capela,ATL,29,19,9,10,24.5,10.6,4.6,8.1,56.9,0.0,0.0,0.0,1.5,2.4,60.9,4.6,5.5,10.1,1.1,0.8,0.7,1.7,2.3,30.8,8.0,0.0,-0.7
70,Spencer Dinwiddie,20357143.0,spencer,dinwiddie,Spencer Dinwiddie,BKN,30,18,9,9,31.4,14.7,4.6,11.3,40.9,2.3,6.6,35.3,3.2,3.9,80.3,0.5,3.5,4.0,6.3,1.7,0.6,0.1,1.6,29.4,2.0,0.0,6.0
71,De'Andre Hunter,20089286.0,de'andre,hunter,De'Andre Hunter,ATL,26,19,9,10,30.0,14.3,4.7,10.5,45.0,1.7,4.8,35.9,3.1,3.5,89.4,0.7,3.4,4.1,1.3,1.5,0.9,0.4,3.3,23.6,1.0,0.0,-1.1
72,Jarrett Allen,20000000.0,jarrett,allen,Jarrett Allen,CLE,25,15,9,6,29.4,13.8,5.5,8.0,69.2,0.0,0.0,0.0,2.7,3.7,74.5,3.2,4.9,8.1,2.3,1.7,0.5,1.1,2.7,30.2,4.0,0.0,0.7
73,Bojan Bogdanovic,20000000.0,bojan,bogdanovic,Bojan Bogdanovic,DET,34,1,0,1,27.5,22.0,7.0,15.0,46.7,3.0,10.0,30.0,5.0,6.0,83.3,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,29.4,0.0,0.0,-9.0
74,Keldon Johnson,20000000.0,keldon,johnson,Keldon Johnson,SAS,24,18,3,15,32.8,16.6,6.2,13.2,47.3,1.9,5.4,35.7,2.2,3.0,72.2,1.2,5.3,6.5,4.1,1.3,0.8,0.3,2.5,32.4,4.0,0.0,-7.2
75,Joe Harris,19928571.0,joe,harris,Joe Harris,DET,32,7,2,5,14.0,3.4,1.3,3.6,36.0,0.9,2.7,31.6,0.0,0.0,0.0,0.3,0.7,1.0,0.9,0.4,0.3,0.0,1.7,6.3,0.0,0.0,-2.1
76,Jakob Poeltl,19500000.0,jakob,poeltl,Jakob Poeltl,TOR,28,20,9,11,26.6,11.4,5.3,7.2,72.9,0.0,0.0,0.0,0.9,1.8,48.6,2.8,5.7,8.5,2.3,1.7,0.9,1.1,2.8,29.0,9.0,0.0,0.2
77,Buddy Hield,19279841.0,buddy,hield,Buddy Hield,IND,30,18,10,8,24.8,13.2,4.9,11.0,44.9,2.9,7.5,39.3,0.3,0.4,85.7,0.5,2.4,2.9,2.7,1.5,0.7,0.6,2.0,23.2,0.0,0.0,3.2
78,Evan Fournier,18857143.0,evan,fournier,Evan Fournier,NYK,31,1,1,0,15.6,2.0,1.0,6.0,16.7,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,7.7,0.0,0.0,6.0
79,Bogdan Bogdanovic,18700000.0,bogdan,bogdanovic,Bogdan Bogdanovic,ATL,31,19,9,10,26.5,15.7,5.7,12.7,45.2,3.1,7.8,38.9,1.2,1.3,92.0,0.4,2.7,3.1,2.3,1.3,1.5,0.4,2.4,27.1,0.0,0.0,3.3
80,OG Anunoby,18642857.0,og,anunoby,OG Anunoby,TOR,26,16,8,8,31.8,14.6,5.5,11.9,46.3,2.5,6.3,40.0,1.1,1.8,58.6,1.1,3.1,4.1,2.1,1.8,1.1,0.8,2.4,26.6,0.0,0.0,2.7
81,Marcus Smart,18583713.0,marcus,smart,Marcus Smart,MEM,29,11,2,9,29.9,12.5,4.6,10.8,42.9,1.6,5.5,29.5,1.5,1.9,81.0,0.3,2.2,2.5,5.0,3.4,2.0,0.4,3.2,26.6,0.0,0.0,-4.8
82,Gary Trent Jr,18560000.0,gary,trent,Gary Trent Jr.,TOR,24,17,8,9,25.8,11.0,4.1,10.2,39.9,1.9,5.2,36.4,1.0,1.8,56.7,0.2,1.8,2.0,1.3,0.6,0.8,0.1,1.1,17.5,0.0,0.0,0.5
83,Nikola Vucevic,18518519.0,nikola,vucevic,Nikola Vucevic,CHI,33,21,7,14,34.3,15.6,6.7,14.7,45.3,0.9,3.5,24.3,1.4,1.7,83.3,2.5,7.5,10.0,3.2,1.8,0.9,0.7,2.9,35.3,9.0,0.0,-5.0
84,Derrick White,18357143.0,derrick,white,Derrick White,BOS,29,16,14,2,32.2,14.3,4.5,9.6,46.8,2.2,5.4,40.7,3.1,3.6,86.2,0.7,3.2,3.9,5.1,1.8,1.1,0.8,2.3,30.5,1.0,0.0,10.4
85,Dejounte Murray,18214000.0,dejounte,murray,Dejounte Murray,ATL,27,19,9,10,34.1,20.4,7.7,16.8,45.8,2.3,5.9,39.3,2.7,3.1,86.4,0.7,3.4,4.1,5.1,2.4,1.8,0.3,1.4,36.7,2.0,0.0,0.1
86,Duncan Robinson,18154000.0,duncan,robinson,Duncan Robinson,MIA,29,18,11,7,29.5,14.7,5.2,10.7,49.0,3.1,6.8,44.7,1.2,1.4,84.0,0.3,2.3,2.6,2.7,1.0,0.3,0.2,2.6,22.3,0.0,0.0,1.5
87,Norman Powell,18000000.0,norman,powell,Norman Powell,LAC,30,19,9,10,23.8,11.9,4.0,8.3,48.1,1.8,4.0,46.1,2.1,2.6,81.6,0.2,1.7,1.9,1.0,1.1,0.7,0.5,2.1,18.1,0.0,0.0,-2.1
88,Tim Hardaway Jr,17897728.0,tim,hardaway,Tim Hardaway Jr.,DAL,31,17,11,6,27.5,16.8,5.7,13.6,42.0,3.4,8.9,38.4,1.9,2.2,89.2,0.4,3.0,3.4,1.6,0.8,0.2,0.0,0.9,23.1,0.0,0.0,0.8
89,Jonathan Isaac,17400000.0,jonathan,isaac,Jonathan Isaac,ORL,26,15,12,3,13.4,6.3,2.1,4.9,43.8,0.5,2.3,22.9,1.5,1.9,79.3,1.2,3.3,4.5,0.3,0.7,0.9,1.3,1.4,17.9,0.0,0.0,4.7
90,Collin Sexton,17325000.0,collin,sexton,Collin Sexton,UTA,24,20,7,13,20.7,12.6,4.3,9.4,45.2,1.2,3.4,33.8,2.9,3.3,87.9,0.9,1.7,2.6,3.2,2.1,0.4,0.2,1.7,20.2,0.0,0.0,-1.5
91,D'Angelo Russell,17307693.0,d'angelo,russell,D'Angelo Russell,LAL,27,21,12,9,30.9,17.1,6.4,13.2,48.7,2.2,5.5,40.9,2.0,2.6,78.2,0.4,3.0,3.4,6.6,1.8,0.8,0.6,2.0,33.4,2.0,0.0,2.2
92,Lauri Markkanen,17259999.0,lauri,markkanen,Lauri Markkanen,UTA,26,15,4,11,34.1,23.7,8.1,16.8,48.4,3.3,8.5,38.3,4.2,5.0,84.0,2.4,6.3,8.7,1.1,1.3,1.1,0.9,2.3,40.4,5.0,0.0,-2.7
93,Marcus Morris,17116279.0,marcus,morris,Marcus Morris Sr.,PHI,34,12,6,6,12.1,5.0,1.9,4.3,45.1,0.9,1.9,47.8,0.3,0.3,100.0,0.4,1.7,2.1,0.5,0.4,0.3,0.4,1.6,10.1,0.0,0.0,-2.8
94,Harrison Barnes,17000000.0,harrison,barnes,Harrison Barnes,SAC,31,18,11,7,31.4,12.3,4.2,8.7,48.1,1.8,4.8,37.9,2.1,2.5,84.4,0.8,2.4,3.2,1.5,0.8,0.8,0.1,1.2,20.3,0.0,0.0,-1.2
95,Davis Bertans,17000000.0,davis,bertans,Davis Bertans,OKC,31,6,5,1,9.5,5.3,1.0,2.7,37.5,1.0,2.5,40.0,2.3,2.5,93.3,0.0,0.8,0.8,0.8,0.0,0.3,0.2,1.3,9.1,0.0,0.0,7.2
96,Markelle Fultz,17000000.0,markelle,fultz,Markelle Fultz,ORL,25,5,2,3,28.6,11.4,5.4,11.2,48.2,0.0,0.6,0.0,0.6,0.8,75.0,1.6,1.8,3.4,4.0,1.2,1.2,0.4,1.2,25.1,0.0,0.0,1.0
97,Jusuf Nurkic,16875000.0,jusuf,nurkic,Jusuf Nurkic,PHX,29,20,12,8,27.8,12.1,4.5,9.5,46.8,0.7,2.5,26.0,2.6,3.4,75.0,2.9,6.3,9.2,3.9,2.2,1.1,1.3,3.7,33.7,6.0,0.0,4.2
98,Rui Hachimura,15740741.0,rui,hachimura,Rui Hachimura,LAL,25,12,7,5,23.3,11.8,4.3,8.6,50.5,1.3,2.9,42.9,1.8,2.3,78.6,1.0,2.8,3.8,1.0,1.0,0.9,0.3,1.5,20.4,0.0,0.0,1.6
